IDACUIFERO,Titular,Título,Uso,Autoridad que emite el acto,Fecha de registro,Volumen de extracción de aguas nacionales (m3/a?o),Número de anexos de aguas superficiales,Volumen de aguas superficiales (m3/a?o):,Número de anexos de aguas subterráneas,Volumen de aguas subterráneas (m3/a?o):,Número de anexos de descarga:,Volumen de descarga (m3/día):,Número de anexos de zonas federales:,Superficie (m2):
805,BERNHARD NEUFELD NEUFELD,CHI109906,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35527,96000,0,0,1,96000,0,0,0,0
805,JESUS ALFONSO GUTIERREZ NEVAREZ,06CHI106608/34IMDL07,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35527,1913,0,0,1,1913,0,0,0,0
805,JUAN PENNER ENNS,2CHH100981/34CMGE94,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35527,482,0,0,1,482,0,0,0,0
805,JACOBO DICK JANZEN,2CHI108817/34IMGE96,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35527,1500,0,0,1,1500,0,0,0,0
805,ISAACK SCHELLEMBERG GOERTZEN,2CHI108964/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35527,1000,0,0,1,1000,0,0,0,0
805,HEINRICH WIEBE SCHELLEMBERG,2CHI109918/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35527,1000,0,0,1,1000,0,0,0,0
805,GERARDO GOERTZEN WOLF,2CHI109923/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35527,1000,0,0,1,1000,0,0,0,0
805,ENRIQUE WIEBE SCHELLEMBERG,CHI109919,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35527,300000,0,0,1,300000,0,0,0,0
805,JOHAN WIEBE LOEWEN,06CHI108946/34AMDL11,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35527,80000,0,0,1,80000,0,0,0,0
805,JACOBO ENNS THIESSEN,2CHI107543/34IMGE96,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35527,787,0,0,1,787,0,0,0,0
805,FRANCISCO BANMAN HIEBERT,2CHI109920/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35527,1000,0,0,1,1000,0,0,0,0
805,HEINRICH WIEBE SCHELLEMBERG,CHI109917,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35527,240000,0,0,1,240000,0,0,0,0
805,ELISABETH THIESSEN ENNS,06CHI109844/34AMDL10,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,206603,0,0,1,206603,0,0,0,0
805,ELIZABETH THIESSEN ENNS,06CHI109845/34AMDL16,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,104000,0,0,1,104000,0,0,0,0
805,UBALDO MOLINAR CASTILLO,06CHI109851/34AMDL07,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,80000,0,0,1,80000,0,0,0,0
805,JOHAN PETERS GIESBRECHT,2CHI109511/34IMGE96,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35524,1500,0,0,1,1500,0,0,0,0
805,CORNELIO FEHR SAWATZKY,2CHI109827/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,12000,0,0,1,12000,0,0,0,0
805,HEINRICH KRAHAN WIEBE,2CHI109829/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,112000,0,0,1,112000,0,0,0,0
805,ANNA WIEBE UNRAU,2CHI109857/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,DIEDRICH HILDEBRAND REIMER,2CHI109862/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,JACOBO FEHR FRIESSEN,2CHI109869/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,JACOBO KLASSEN SIEMENS,2CHI109871/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,GERHARD WIEBE REMPEL,CHI109832,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,56000,0,0,1,56000,0,0,0,0
805,JACOB DYCK REMPEL,CHI109836,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,12000,0,0,1,12000,0,0,0,0
805,KATHARINA WIEBE ENNS,CHI109877,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,RODOLFO SALINAS GUTIERREZ,06CHI109849/34AMDL17,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,80000,0,0,1,80000,0,0,0,0
805,CESAREA PR-A DE P+REZ,2CHI109503/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,40000,0,0,1,40000,0,0,0,0
805,ABRAHAM GOERTZEN WIEBE,2CHI109822/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,16000,0,0,1,16000,0,0,0,0
805,ABRAHAM KRAHN KRAHN,2CHI109824/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,32000,0,0,1,32000,0,0,0,0
805,ABRAHAM GOERTZEN WIEBE,2CHI109828/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,60000,0,0,1,60000,0,0,0,0
805,PETER ELIAS FRIESSEN,2CHI109848/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,200000,0,0,1,200000,0,0,0,0
805,ABRAM ELIAS FRIESSEN,2CHI109855/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,ERNESTO HILDEBRAND FEHR,2CHI109863/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,GUILLERMO REMPEL BERG,2CHI109865/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,JACOB REIMER LOEWEN,2CHI109868/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,JACOBO HIEBERT WIEBE,2CHI109870/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,ABRAHAM ENNS FRIESSEN,2CHI108984/34IMGE96,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,BERNHAR ENNS FRIESSEN,2CHI109826/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,120000,0,0,1,120000,0,0,0,0
805,ISBRAND FEHR FRIESSEN,2CHI109835/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,56000,0,0,1,56000,0,0,0,0
805,CARLOS PEREZ LOZANO,2CHI109843/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,940,0,0,1,940,0,0,0,0
805,S.P.R. DE R.I. MANZANEROS UNIDOS,2CHI109850/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,80000,0,0,1,80000,0,0,0,0
805,CORNELIO NEUFELD THIESSEN,2CHI109860/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,JACOB FEHR FRIESSEN,CHI109837,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,8000,0,0,1,8000,0,0,0,0
805,ABRAHAM GOERTZEN WIEBE,06CHI109823/34AMGE04,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,12000,0,0,1,12000,0,0,0,0
805,JOHAN ENNS DYCK,06CHI109840/34AMDL18,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,52000,0,0,1,52000,0,0,0,0
805,ANNA WIEBE KRAHN,06CHI109841/34AMDL18,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,96000,0,0,1,96000,0,0,0,0
805,PETER BANMAN REIMER,06CHI109847/34AMGE06,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,152000,0,0,1,152000,0,0,0,0
805,JACOBO KNELSSEN GIESBRECHT,2CHI109838/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,80000,0,0,1,80000,0,0,0,0
805,JOHAN PETERS FEHR,2CHI109853/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1665,0,0,1,1665,0,0,0,0
805,ABRAHAM HARMS DYCK,2CHI109856/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,CORNELIUS FROESE KLASSEN,2CHI109858/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,CORNELIUS KLASSEN NEUFELD,2CHI109859/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,GERARDO KLASSEN NEUDORF,2CHI109864/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,ISAAC PETERS PENNER,2CHI109866/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,JOHAN BOSCHMAN DYCK,2CHI109873/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35524,1000,0,0,1,1000,0,0,0,0
805,FRANZ FRIESEN PETERS,A2CHI109831,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,48000,0,0,1,48000,0,0,0,0
805,GERHARD KRAHN FRIESEN,A2CHI109852,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,104000,0,0,1,104000,0,0,0,0
805,FRANZ DYCK WIEBE,CHI109830,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35524,140000,0,0,1,140000,0,0,0,0
805,HEINRICH HIEBERT WIEBE,06CHI110332/34AMDL18,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35523,168000,0,0,1,168000,0,0,0,0
805,JOSE RENTERIA VILLAGRAN,2CHI110339/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1600,0,0,1,1600,0,0,0,0
805,JOHAN LOEWEN KLASSEN,2CHI110340/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35523,112000,0,0,1,112000,0,0,0,0
805,PEDRO LOEWEN FROESSE,2CHI110346/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,ISAAK WIEBE DYCK,2CHI110453/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,JACOB FRIESSEN ENNS,2CHI110454/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,CARLOS CORRAL ROBLES,06CHI109696/34AMDL07,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35523,240000,0,0,1,240000,0,0,0,0
805,ABRAM REIMER WALL,06CHI110452/34IMDL18,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,JUAN WIENS WIEBE,2CHI109733/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,GUSTAVO FLORES MU?OZ,2CHI110331/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35523,96000,0,0,1,96000,0,0,0,0
805,JACOBO BERGEN UNGER,2CHI110456/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,DAVID REMPEL KRAHN,06CHI110344/34AMDL10,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35523,76000,0,0,1,76000,0,0,0,0
805,JOHAN WALL KLASSEN,2CHI110341/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,442,0,0,1,442,0,0,0,0
805,CASA DEL MAESTRO JACOBO FRIESSEN ENNS,2CHI110438/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,ABRAHAM BANMAN KLASSEN,2CHI110440/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,CORNELIUS SCHMITT WALL,2CHI110443/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,JOHAN FROESE ENNS,CHI110458,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,GERHARD LOEWEN QUIRING,CHI110462,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,DIEDRICH FRIESEN ENNS,06CHI110447/34IMDL17,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,1000,0,0,1,1000,0,0,0,0
805,HEINRICH WIEBE THIESSEN,2CHI110333/34GMGE97,PECUARIO,DIRECCIÓN LOCAL CHIHUAHUA,35523,963.6,0,0,1,963.6,0,0,0,0
805,RUBEN ALBERTO ANTILLON LEYVA,2CHI110353/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35523,2322.7,0,0,1,2322.7,0,0,0,0
805,ELENA WIENS DYCK,06CHI100531/34IMGE05,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35520,4112,0,0,1,4112,0,0,0,0
805,FRANCISCO OLFERT FEHR,06CHI110307/34AMDL12,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35520,104000,0,0,1,104000,0,0,0,0
805,GERARDO HEIDE REMPEL,2CHH101601/34AMGE94,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35520,48000,0,0,1,48000,0,0,0,0
805,ABRAHAM BUHLER PETERS,2CHI106908/34IMGE96,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35520,1500,0,0,1,1500,0,0,0,0
805,ABRAHAM SCHMITT BANMAN,2CHI110311/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35520,1000,0,0,1,1000,0,0,0,0
805,ABRAHAM BERGEN WIEBE,2CHI110306/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35520,1000,0,0,1,1000,0,0,0,0
805,HEINRICH FRIESEN REIMER,06CHI110318/34AMDL13,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35520,180000,0,0,1,180000,0,0,0,0
805,ABRAM KLASSEN PETERS,2CHI110308/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35520,120000,0,0,1,120000,0,0,0,0
805,CORNELIUS NEUFELD PETERS,2CHI110316/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35520,553,0,0,1,553,0,0,0,0
805,HEINRICH FRIESEN REIMER,CHI110319,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35520,179928,0,0,1,179928,0,0,0,0
805,FRANZ WIEBE TEICHROEB,06CHI110327/34IMDL18,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35520,1100,0,0,1,1100,0,0,0,0
805,ABRAHAM WIEBE WIEBE,2CHI110312/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35520,1000,0,0,1,1000,0,0,0,0
805,CORNELIUS PETERS FRIESSEN,2CHI110314/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35520,1000,0,0,1,1000,0,0,0,0
805,ENRIQUE KLASSEN DYCK,2CHI110320/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35520,1000,0,0,1,1000,0,0,0,0
805,FRANZ BANMAN PETERS,2CHI110325/34IMGE97,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35520,1000,0,0,1,1000,0,0,0,0
805,FRANZ DYCK KRAHN,2CHI110326/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35520,12870,0,0,1,12870,0,0,0,0
805,FRANCISCO ENNS NEUFELD,CHI110323,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,35520,790,0,0,1,790,0,0,0,0
805,KATHARINA THIESSEN NEUFELD,06CHI110524/34AMDL13,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,240000,0,0,1,240000,0,0,0,0
805,BERNARDO KRAHN DOERKSEN,2CHI110200/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,HENRICH WIEBE WIEBE,2CHI110485/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,200000,0,0,1,200000,0,0,0,0
805,BERNARDO LOEWEN LETKEMAN,2CHI110494/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,80000,0,0,1,80000,0,0,0,0
805,DAVID BOSCHMAN FRIESEN,2CHI110496/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,32000,0,0,1,32000,0,0,0,0
805,FIDEL MARQUEZ VILLEGAS Y/O FERNANDO IGLESIAS GONZALEZ,2CHI110503/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,56000,0,0,1,56000,0,0,0,0
805,JACOBO BUECKERT DYCK,2CHI110509/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,RAMIRO CHAVEZ CORDERO,2CHI110523/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,CORNELIUS BANMAN FEHR,CHI110497,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,200000,0,0,1,200000,0,0,0,0
805,DAVID ENNS DYCK,06CHI110480/34AMDL09,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,80000,0,0,1,80000,0,0,0,0
805,BERNARDO PETERS NEUDORF,06CHI110481/34AMDL17,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,140000,0,0,1,140000,0,0,0,0
805,PETER WIEBE FROESE,06CHI110491/34AMDL18,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,200000,0,0,1,200000,0,0,0,0
805,"AGROPECUARIA LA NORTE?ITA, S. DE R.L. DE C.V.",06CHI110492/34AMDL16,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,200000,0,0,2,200000,0,0,0,0
805,PETER DYCK PETERS,06CHI110504/34AMDL18,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,32000,0,0,1,32000,0,0,0,0
805,ESCUELA MEDIO CAMPO,2CHI110210/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,JOHAN WIENS DYCK,2CHI110488/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,36000,0,0,1,36000,0,0,0,0
805,ABRAM OLFERT NEUFELD,2CHI110493/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,68000,0,0,1,68000,0,0,0,0
805,BERNARDO LOEWEN LETKEMAN,2CHI110495/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,160000,0,0,1,160000,0,0,0,0
805,CORNELIO NEUFELD PETERS,2CHI110498/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,180000,0,0,1,180000,0,0,0,0
805,ISAK FEHR THIESSEN,2CHI110508/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,72000,0,0,1,72000,0,0,0,0
805,CORNELIUS ENNS DYCK,CHI110482,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,240000,0,0,1,240000,0,0,0,0
805,JOHANN PETERS NEUFELD,06CHI110487/34AMDL07,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,120000,0,0,1,120000,0,0,0,0
805,PETER REMPEL LOEWEN,06CHI110490/34AMDL17,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,160000,0,0,1,160000,0,0,0,0
805,LUIS IGLESIAS GONZALEZ Y SOCIOS,06CHI110514/34AMDL18,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,64000,0,0,1,64000,0,0,0,0
805,ABRAHAM SCMITT KNELSSEN,2CHI110198/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,EDITH NEUFELD KLASSEN,2CHI110208/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,JACOB SIEMENS REMPEL,2CHI110218/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,JOHANN PENNER NEUSTATER,2CHI110221/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,PEDRO REMPEL ENNS,2CHI110224/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,18000,0,0,1,18000,0,0,0,0
805,PETER HARMS WIENS,2CHI110225/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,JOHANN PETERS NEUFELD,2CHI110486/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,240000,0,0,1,240000,0,0,0,0
805,FRANCISCO PETERS WIELER,2CHI110505/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,64000,0,0,1,64000,0,0,0,0
805,MARIA DOERKSEN DYCK VDA. DE NEUFELD,2CHI110515/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,PEDRO FEHR NEUDORF,2CHI110517/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,PEDRO WIEBE TEICHROEB,2CHI110520/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,240000,0,0,1,240000,0,0,0,0
805,ELENA BANMAN KLASEN,CHI110506,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,144000,0,0,1,144000,0,0,0,0
805,JOHANN PENNER NEUSTATER,06CHI110222/34CMDL18,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,JUSTINO APOLONIO RODRIGUEZ LOERA,06CHI110513/34AMDL07,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,48000,0,0,1,48000,0,0,0,0
805,PEDRO MARTENS ENNS,2CHI110142/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,FRANCISCO FRIESSEN ZACHARIAS,2CHI110211/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,JACOBO PETERS BERGEN,2CHI110217/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,HEINRICH ENNS REIMER,2CHI110276/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,FRANZ REMPEL LOEWEN,2CHI110484/34AMGE97,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35492,148000,0,0,1,148000,0,0,0,0
805,DAVID BERGEN SCHMITT,2CHI110500/34CMGE97,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35492,1000,0,0,1,1000,0,0,0,0
805,ABRAHAM WIELER WALL,06CHI110029/34AMDL16,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35489,114000,0,0,1,114000,0,0,0,0
805,BERNARDO FROESE FUNK,06CHI110038/34AMDL16,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35489,24000,0,0,1,24000,0,0,0,0
805,MANUELA ESTRADA ARMENTA,06CHI110092/34AMDL07,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35489,20000,0,0,1,20000,0,0,0,0
805,JOHAN NEUFELD GIESBRECHT,2CHI109725/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35489,1000,0,0,1,1000,0,0,0,0
805,GUADALUPE SOCORRO CARAVEO MEDINA,2CHI109727/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35489,40000,0,0,1,40000,0,0,0,0
805,JUAN DOERKSEN KRAHN,2CHI109729/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35489,1000,0,0,1,1000,0,0,0,0
805,PETER GIESBRECHT KNELSSEN,2CHI109735/34CPGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35489,1000,0,0,1,1000,0,0,0,0
805,CORNELIUS BANMAN FEHR,2CHI110042/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35489,1000,0,0,1,1000,0,0,0,0
805,DAVID PETERES KRAHN,2CHI110044/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35489,1000,0,0,1,1000,0,0,0,0
805,ISAK HIEBERT FEHR,2CHI110066/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35489,30000,0,0,1,30000,0,0,0,0
805,JACOBO PETERS WIELER,2CHI110075/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35489,1000,0,0,1,1000,0,0,0,0
805,JOHAN KRAHN KRAHN,2CHI110082/34AMGE96,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35489,8000,0,0,1,8000,0,0,0,0
805,JUAN WIEBE PETERS,2CHI110086/34CMGE96,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,35489,1000,0,0,1,1000,0,0,0,0
805,FRANCISCO PETERS BERGEN,CHI110048,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35489,240000,0,0,1,240000,0,0,0,0
805,FRANZ ENNS DYCK,CHI110052,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35489,88000,0,0,1,88000,0,0,0,0
805,JOHAN THIESSEN NEUFELD,CHI110054,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,35489,64000,0,0,1,64000,0,0,0,0
